id_student,name,gender,region,highest_education,imd_band,age_band,disability
627461,Harry Brooks,M,Wales,A Level or Equivalent,50-60%,0-35,N
627961,Edward Yoshida,M,Wales,Lower Than A Level,40-50%,0-35,N
628054,Bernard Martin,M,East Midlands Region,Lower Than A Level,40-50%,35-55,N
628686,Jim Eskridge,M,East Anglian Region,Lower Than A Level,40-50%,0-35,N
628914,Frank Griffin,M,London Region,HE Qualification,30-40%,35-55,N
628959,Mike White,M,North Western Region,A Level or Equivalent,70-80%,0-35,N
629089,Jeffrey Hernandez,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,N
629202,Steven Zeller,M,North Region,HE Qualification,40-50%,0-35,N
629234,Jeremy Lallo,M,London Region,Lower Than A Level,0-10%,0-35,N
629283,Desmond Lawson,M,Scotland,Lower Than A Level,10-20,35-55,N
629421,Brian Wright,M,East Anglian Region,HE Qualification,90-100%,0-35,N
629506,Neil Schmidt,M,Scotland,Lower Than A Level,80-90%,0-35,N
629627,Monica Johnson,F,South East Region,HE Qualification,80-90%,35-55,N
629753,Floyd Lewis,M,Scotland,A Level or Equivalent,60-70%,35-55,N
629765,David Childs,M,London Region,Lower Than A Level,10-20,35-55,N
630120,Tracey Ryan,F,London Region,A Level or Equivalent,40-50%,0-35,N
630416,James Hayes,M,Scotland,A Level or Equivalent,50-60%,0-35,N
630696,Timothy Gunther,M,East Anglian Region,Lower Than A Level,70-80%,0-35,N
630722,Ben Scarberry,M,North Western Region,Lower Than A Level,60-70%,0-35,N
630980,Michael Donnell,M,South West Region,A Level or Equivalent,80-90%,35-55,N
631509,Matthew Roane,M,Scotland,Lower Than A Level,50-60%,35-55,N
631807,Matthew Fritts,M,East Midlands Region,HE Qualification,20-30%,35-55,N
632329,Steven Hayes,M,London Region,No Formal quals,10-20,35-55,N
632376,Joseph Thorp,M,South West Region,Lower Than A Level,90-100%,0-35,N
632800,Stanley Hodosy,M,South West Region,Lower Than A Level,20-30%,0-35,N
632883,Edward Moran,M,Wales,Lower Than A Level,60-70%,0-35,N
632977,John Blagg,M,South West Region,A Level or Equivalent,60-70%,0-35,Y
633107,Ervin Brady,M,Scotland,HE Qualification,70-80%,0-35,N
633259,Arturo Shomo,M,North Western Region,Lower Than A Level,50-60%,0-35,N
633304,Michael Chambers,M,North Western Region,Lower Than A Level,30-40%,0-35,N
633530,Gilberto Long,M,West Midlands Region,Lower Than A Level,0-10%,35-55,N
633605,Heather Patel,F,Scotland,A Level or Equivalent,80-90%,0-35,N
634318,Alex Montgomery,M,Wales,Lower Than A Level,90-100%,0-35,N
634869,Brandon Perkins,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,N
996047,Warren Tedder,M,North Western Region,A Level or Equivalent,20-30%,35-55,N
1410398,Nick Bohannan,M,North Western Region,HE Qualification,30-40%,35-55,N
1457691,Joseph Contreras,M,East Anglian Region,Lower Than A Level,0-10%,35-55,N
1500950,Brandon Maas,M,South West Region,A Level or Equivalent,70-80%,35-55,N
1573624,Joseph Chambers,M,East Anglian Region,Lower Than A Level,20-30%,35-55,N
1618172,Carmen Hernandez,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,N
1661805,Earnest Stengel,M,South West Region,Lower Than A Level,20-30%,35-55,N
1663815,David Terry,M,Scotland,HE Qualification,60-70%,35-55,N
1664171,Kenneth Medina,M,North Western Region,Lower Than A Level,50-60%,35-55,Y
1683692,Christopher Gailey,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,N
1700371,Dennis Ewald,M,East Anglian Region,HE Qualification,40-50%,35-55,N
1763786,Mark Cox,M,South Region,A Level or Equivalent,70-80%,35-55,N
1789319,Maria Miller,F,South East Region,HE Qualification,50-60%,35-55,N
1839181,John Frost,M,Yorkshire Region,HE Qualification,60-70%,35-55,N
1861830,Charles Williams,M,South West Region,Lower Than A Level,50-60%,35-55,N
1863564,Pierre Crank,M,North Region,HE Qualification,0-10%,35-55,N
1878160,James Richardson,M,South Region,A Level or Equivalent,70-80%,35-55,N
2002664,Carolyn Houser,F,Scotland,HE Qualification,90-100%,35-55,N
2198914,Kevin Tuck,M,South Region,HE Qualification,70-80%,35-55,N
2249143,Randall Smith,M,East Anglian Region,Lower Than A Level,80-90%,35-55,N
2295254,Brian Case,M,North Western Region,HE Qualification,10-20,35-55,N
2359504,Ashley Garcia,F,Scotland,Post Graduate Qualification,90-100%,35-55,N
2364637,Earl Benner,M,East Anglian Region,Lower Than A Level,60-70%,35-55,N
2388492,Phyllis Miraflores,F,Scotland,Lower Than A Level,70-80%,35-55,N
2434339,James May,M,South West Region,A Level or Equivalent,40-50%,35-55,N
2455893,Jamaal Rigsby,M,South Region,HE Qualification,90-100%,0-35,N
2472178,Hal Woolem,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,N
2492827,Leland Shannon,M,Wales,A Level or Equivalent,60-70%,0-35,N
2520067,Vera Smith,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,Y
2554047,Russell Fox,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,N
2577893,Minh King,M,South East Region,Lower Than A Level,90-100%,35-55,N
2595665,Ella Frank,F,Wales,HE Qualification,20-30%,0-35,N
2600862,Ashlee Pelletier,F,Scotland,A Level or Equivalent,90-100%,0-35,N
2613219,Edward Stemp,M,Scotland,HE Qualification,70-80%,35-55,N
2619011,Elijah Avila,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,N
2632165,Robert Rabren,M,Wales,A Level or Equivalent,70-80%,0-35,N
2642697,Miles Lampron,M,East Midlands Region,Lower Than A Level,0-10%,0-35,N
2647314,George Morrow,M,Wales,A Level or Equivalent,20-30%,0-35,N
2662742,Paul Dixon,M,Scotland,Lower Than A Level,70-80%,0-35,N
28770,Ed Pybus,M,Scotland,Lower Than A Level,20-30%,0-35,N
46048,Zachary Toliver,M,East Anglian Region,A Level or Equivalent,80-90%,35-55,N
47061,Jack Williams,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,N
62034,Eric Libby,M,West Midlands Region,Lower Than A Level,50-60%,0-35,N
67539,Gerard Moise,M,Ireland,Lower Than A Level,10-20,0-35,N
70827,Robert Smoot,M,East Midlands Region,HE Qualification,30-40%,0-35,N
80358,Ralph Soucy,M,Scotland,Lower Than A Level,60-70%,0-35,N
89545,Richard Combs,M,South Region,HE Qualification,90-100%,0-35,N
108281,Jack Ireland,M,Scotland,HE Qualification,10-20,35-55,N
108497,Loyd Andrews,M,South West Region,Lower Than A Level,0-10%,0-35,N
110789,Selina Adamson,F,East Midlands Region,Lower Than A Level,80-90%,0-35,N
121163,Roger Watkins,M,London Region,Lower Than A Level,10-20,0-35,N
124304,Daniel Rodriguez,M,North Region,A Level or Equivalent,10-20,0-35,N
126450,Daniel Courville,M,North Western Region,A Level or Equivalent,20-30%,0-35,N
128817,Jerry Post,M,East Anglian Region,Lower Than A Level,90-100%,35-55,N
131776,Verna Brady,F,South East Region,A Level or Equivalent,50-60%,0-35,N
134212,Dennis Bobadilla,M,North Region,A Level or Equivalent,20-30%,0-35,N
135763,Robert Delmont,M,East Midlands Region,A Level or Equivalent,90-100%,35-55,N
158708,John Walker,M,East Anglian Region,HE Qualification,80-90%,0-35,N
159287,Ernest Lee,M,Scotland,HE Qualification,30-40%,0-35,N
162210,Shawn Duncan,M,North Western Region,Lower Than A Level,70-80%,35-55,N
164708,Mark Jones,M,London Region,A Level or Equivalent,40-50%,0-35,N
171843,Henry Sweeney,M,East Midlands Region,Lower Than A Level,30-40%,0-35,N
173341,Ralph Farris,M,Scotland,HE Qualification,50-60%,35-55,N
175940,Vincent Lopez,M,London Region,A Level or Equivalent,40-50%,0-35,N
177186,Michael Cummins,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,N
177472,Grace Morales,F,East Anglian Region,Lower Than A Level,40-50%,0-35,N
189117,Kenneth Carrothers,M,West Midlands Region,Lower Than A Level,70-80%,35-55,N
195252,Betty Sullivan,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,N
195897,Drew Rentz,M,South East Region,Lower Than A Level,60-70%,0-35,N
196132,Hassan Campbell,M,West Midlands Region,Lower Than A Level,70-80%,35-55,N
202606,Mark White,M,Ireland,HE Qualification,90-100%,0-35,N
231017,Paul Cooper,M,Scotland,A Level or Equivalent,90-100%,35-55,N
233335,Dusty Le,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,Y
233685,Freeman Milligan,M,South West Region,A Level or Equivalent,70-80%,0-35,N
236512,John Chisolm,M,North Western Region,Lower Than A Level,50-60%,35-55,N
239908,James Potter,M,South Region,A Level or Equivalent,70-80%,0-35,N
241728,Brian Nass,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,N
243926,Shane Henderson,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,N
247653,Philip Gray,M,London Region,A Level or Equivalent,40-50%,0-35,N
250159,Rhoda Marana,F,South East Region,HE Qualification,60-70%,0-35,N
269220,Owen Shifflett,M,West Midlands Region,Lower Than A Level,70-80%,0-35,Y
270764,Roberto Andersen,M,Scotland,A Level or Equivalent,80-90%,0-35,N
270988,Matthew Anderson,M,South Region,HE Qualification,60-70%,0-35,N
274967,Ron Strain,M,Scotland,A Level or Equivalent,40-50%,35-55,N
285934,Jason France,M,North Region,Lower Than A Level,,35-55,N
298148,Henry Hamilton,M,London Region,HE Qualification,70-80%,0-35,N
299707,Mary Drake,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,Y
302363,Michael Odonnell,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,N
307953,Victor Owen,M,Scotland,Lower Than A Level,80-90%,35-55,N
310968,Louis Garcia,M,South West Region,Lower Than A Level,20-30%,0-35,N
318769,Nelson Ellis,M,South East Region,Lower Than A Level,30-40%,0-35,N
318855,Arthur Newby,M,South East Region,Lower Than A Level,80-90%,0-35,N
332945,Wayne Beene,M,South East Region,HE Qualification,50-60%,0-35,N
333637,Henry Taylor,M,Scotland,A Level or Equivalent,90-100%,0-35,N
337741,Larry Redinger,M,London Region,Lower Than A Level,30-40%,0-35,N
341010,Stacey Rubel,M,Scotland,Lower Than A Level,30-40%,35-55,N
342187,Louis Feliciano,M,North Region,Lower Than A Level,10-20,0-35,N
345288,Edward Kannel,M,North Region,A Level or Equivalent,10-20,0-35,N
346093,Freddie Benham,M,Ireland,Post Graduate Qualification,,0-35,N
348288,Michael Evans,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,N
355049,William Stanley,M,London Region,A Level or Equivalent,50-60%,0-35,N
355617,Jennifer Berg,F,Scotland,HE Qualification,70-80%,0-35,N
356735,Leonard Denby,M,Scotland,A Level or Equivalent,80-90%,0-35,Y
360266,Bertha Milton,F,North Region,HE Qualification,80-90%,35-55,N
364322,Clifford Murdock,M,Yorkshire Region,Lower Than A Level,30-40%,35-55,N
369713,Steve Kittrell,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,N
369942,William Miyao,M,South Region,HE Qualification,20-30%,35-55,N
381185,David Roberts,M,Scotland,HE Qualification,80-90%,35-55,N
381586,James Woolridge,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,N
381983,Ami Steele,F,Wales,HE Qualification,20-30%,35-55,N
390332,Adam Roberson,M,North Western Region,Lower Than A Level,20-30%,35-55,N
391301,Clyde Knight,M,East Anglian Region,Lower Than A Level,80-90%,0-35,N
391572,Jorge Gordon,M,West Midlands Region,A Level or Equivalent,10-20,0-35,N
396674,Kent Clements,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,N
398019,Art Fairbanks,M,Yorkshire Region,A Level or Equivalent,80-90%,35-55,N
398413,John Scarberry,M,Wales,A Level or Equivalent,40-50%,35-55,N
401240,Richard Puckett,M,South Region,A Level or Equivalent,30-40%,0-35,N
402295,Robert Buchanan,M,East Midlands Region,Lower Than A Level,50-60%,0-35,N
402906,Fred Pease,M,London Region,HE Qualification,30-40%,0-35,N
404200,Chris Meier,M,London Region,A Level or Equivalent,20-30%,35-55,N
404695,Gertrude Barras,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,N
407731,Harry Chance,M,Scotland,Lower Than A Level,60-70%,0-35,N
408763,John Kluck,M,North Western Region,A Level or Equivalent,30-40%,0-35,N
410587,Ronnie Mcnulty,M,North Western Region,HE Qualification,10-20,35-55,N
410592,Alan Watkins,M,Scotland,HE Qualification,40-50%,0-35,N
411619,Perry Covert,M,Ireland,A Level or Equivalent,60-70%,0-35,N
418035,Adam Houston,M,London Region,Lower Than A Level,10-20,35-55,Y
418216,Robert Hernandez,M,South Region,Lower Than A Level,10-20,0-35,N
423947,Vincent Druetta,M,Scotland,A Level or Equivalent,40-50%,0-35,N
425858,Lewis Katz,M,London Region,Lower Than A Level,30-40%,0-35,Y
432484,Christopher Duncklee,M,Scotland,A Level or Equivalent,40-50%,35-55,N
434347,Timothy Imhoff,M,Wales,A Level or Equivalent,60-70%,35-55,N
434503,Randy Hamburg,M,South East Region,Lower Than A Level,0-10%,0-35,N
436213,Michael Delossantos,M,Ireland,HE Qualification,70-80%,35-55,N
441385,Joseph Mills,M,Scotland,Post Graduate Qualification,70-80%,35-55,N
441895,Albert Obrien,M,London Region,A Level or Equivalent,30-40%,0-35,Y
442359,David Riley,M,West Midlands Region,Lower Than A Level,0-10%,0-35,N
443200,Joseph Ashford,M,Wales,HE Qualification,80-90%,35-55,N
443498,Irvin Vanduyne,M,South East Region,Lower Than A Level,10-20,0-35,N
443701,Eula Garett,F,South West Region,A Level or Equivalent,90-100%,35-55,N
444814,Raul Binkley,M,London Region,HE Qualification,30-40%,0-35,N
445049,Rory Brown,M,North Western Region,A Level or Equivalent,30-40%,0-35,Y
447659,James Weathers,M,East Anglian Region,Lower Than A Level,80-90%,0-35,N
464957,James Fuentes,M,London Region,A Level or Equivalent,20-30%,0-35,N
466508,Ricky Coty,M,South Region,HE Qualification,90-100%,0-35,N
466892,Jessie Parker,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N
469424,George Spruill,M,South East Region,A Level or Equivalent,20-30%,0-35,N
470461,Jeremy English,M,Scotland,Lower Than A Level,40-50%,0-35,N
472845,Charles Cocker,M,West Midlands Region,Lower Than A Level,30-40%,0-35,N
474290,Vernon Gibbons,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,N
476438,Angela Adams,F,South West Region,A Level or Equivalent,20-30%,35-55,N
476497,Jason Elmer,M,South Region,A Level or Equivalent,60-70%,0-35,N
480579,Kelsey Burge,F,London Region,A Level or Equivalent,10-20,0-35,N
481787,Lawrence Carlo,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,N
481884,Charles Pettit,M,North Western Region,Lower Than A Level,60-70%,0-35,N
482030,Thad Powell,M,East Anglian Region,Lower Than A Level,80-90%,0-35,N
483131,James Kraft,M,Wales,A Level or Equivalent,20-30%,0-35,N
491664,Kevin Nelson,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,N
494270,Wayne Moore,M,London Region,A Level or Equivalent,80-90%,35-55,N
495429,Brian Perez,M,Ireland,HE Qualification,,0-35,N
501422,Harold Shanks,M,North Western Region,A Level or Equivalent,60-70%,0-35,N
502548,Pearl Seebach,F,North Region,Lower Than A Level,30-40%,0-35,N
507967,Joseph Smalley,M,Scotland,HE Qualification,10-20,0-35,N
509780,Nancy Hanks,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,N
510402,James Griffin,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,N
510435,Clarence Hartman,M,Wales,Lower Than A Level,50-60%,0-35,N
515977,Jose Tornatore,M,Scotland,Lower Than A Level,10-20,0-35,N
517094,Patrick Perillo,M,North Region,A Level or Equivalent,30-40%,0-35,N
521350,Lance Irving,M,Scotland,HE Qualification,0-10%,0-35,Y
521541,William Kelley,M,East Midlands Region,A Level or Equivalent,10-20,0-35,N
522645,Carl Shulte,M,North Western Region,HE Qualification,60-70%,0-35,N
523804,Alexander Morris,M,Scotland,Lower Than A Level,10-20,0-35,N
525217,James Holmquist,M,South Region,Lower Than A Level,90-100%,0-35,N
525625,Henry Matinez,M,London Region,A Level or Equivalent,30-40%,0-35,N
529287,Keith Barrera,M,Scotland,Lower Than A Level,40-50%,0-35,Y
530087,Larry Pratt,M,North Western Region,HE Qualification,80-90%,0-35,N
532579,Dwight Roberts,M,North Western Region,A Level or Equivalent,20-30%,0-35,N
536984,Walter Blake,M,East Anglian Region,Lower Than A Level,70-80%,35-55,N
540219,Carlos Jones,M,Wales,A Level or Equivalent,30-40%,0-35,N
542279,Jessica Solomon,F,London Region,HE Qualification,20-30%,0-35,N
543931,Mathew Vargas,M,North Western Region,Lower Than A Level,40-50%,0-35,N
548807,Dennis Snipes,M,Wales,A Level or Equivalent,60-70%,0-35,N
550573,David Cook,M,London Region,HE Qualification,60-70%,0-35,N
551117,Jason Carter,M,South Region,A Level or Equivalent,80-90%,0-35,N
553753,Thomas Rubinson,M,North Western Region,Lower Than A Level,20-30%,0-35,N
555051,Charles Phipps,M,South East Region,Lower Than A Level,90-100%,0-35,N
557229,Darryl Lane,M,North Western Region,Lower Than A Level,10-20,35-55,N
558509,John Spencer,M,East Anglian Region,Lower Than A Level,40-50%,0-35,N
559113,Frances Stewart,F,Scotland,A Level or Equivalent,80-90%,0-35,N
560707,Marcus Oquendo,M,Yorkshire Region,HE Qualification,90-100%,0-35,N
560881,Zane Locke,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,Y
560921,Robert Morris,M,Yorkshire Region,HE Qualification,40-50%,0-35,N
560953,Ian Earl,M,East Anglian Region,Lower Than A Level,50-60%,0-35,N
561413,Theresa Newbold,F,Ireland,Lower Than A Level,0-10%,0-35,N
563534,Charles Daddario,M,Ireland,A Level or Equivalent,0-10%,35-55,N
564445,Kenneth Murdoch,M,East Midlands Region,HE Qualification,40-50%,35-55,N
564562,Michael Winship,M,Wales,A Level or Equivalent,70-80%,0-35,N
564734,George Reyes,M,East Anglian Region,Lower Than A Level,80-90%,0-35,N
565952,Dwana Lory,F,South Region,A Level or Equivalent,40-50%,0-35,Y
566279,Ferdinand Ferrer,M,Scotland,A Level or Equivalent,0-10%,0-35,N
567681,Jacob Testa,M,Wales,Lower Than A Level,60-70%,0-35,N
567926,Paul Lavigne,M,Scotland,HE Qualification,60-70%,0-35,N
569372,Howard Gann,M,East Anglian Region,HE Qualification,20-30%,35-55,N
569953,Tiffany Regalado,F,London Region,Lower Than A Level,20-30%,0-35,N
570045,Roger Jordon,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,N
570273,Michael Markle,M,South Region,A Level or Equivalent,90-100%,0-35,N
570278,Jose Smith,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,N
573503,Gary Rivera,M,London Region,Lower Than A Level,40-50%,35-55,N
573600,Robert Harrison,M,Scotland,Lower Than A Level,70-80%,0-35,N
573922,Ronald Ganey,M,North Region,A Level or Equivalent,80-90%,0-35,N
574565,John Perkins,M,West Midlands Region,Lower Than A Level,10-20,0-35,N
575066,James Anderson,M,South West Region,A Level or Equivalent,90-100%,0-35,N
575411,Refugio Magallanes,M,South West Region,A Level or Equivalent,10-20,35-55,N
575623,Joseph Furstenberg,M,Scotland,Lower Than A Level,70-80%,0-35,N
578469,Eric Carpenter,M,North Western Region,A Level or Equivalent,10-20,0-35,N
581082,Thomas Jones,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N
581238,Donald Disney,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,N
581851,Carl Neal,M,Scotland,HE Qualification,90-100%,35-55,N
581887,Janna Cavanagh,F,North Region,HE Qualification,,0-35,N
583719,Robert Wheeler,M,South East Region,A Level or Equivalent,70-80%,0-35,N
584718,Michael Suehs,M,South West Region,Lower Than A Level,90-100%,35-55,N
585852,William Moore,M,South West Region,Lower Than A Level,60-70%,0-35,N
586474,Horace Murphy,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N
588474,Alexander York,M,North Region,Lower Than A Level,,0-35,N
590837,Armando Klein,M,North Western Region,Lower Than A Level,30-40%,0-35,N
591523,Rick Browen,M,South Region,A Level or Equivalent,40-50%,35-55,N
591761,Susan Clinton,F,Scotland,HE Qualification,40-50%,0-35,N
592047,Gina Roberson,F,South Region,HE Qualification,50-60%,0-35,N
592843,Elmer Turner,M,South West Region,A Level or Equivalent,60-70%,0-35,N
593038,Agnes Laird,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,N
593896,Ralph Fansler,M,East Midlands Region,Lower Than A Level,30-40%,35-55,N
594629,Jerry Norman,M,South Region,Lower Than A Level,70-80%,35-55,N
596326,Sean Roy,M,London Region,A Level or Equivalent,50-60%,35-55,N
596423,Oscar Dudley,M,South Region,Lower Than A Level,0-10%,0-35,N
597252,Robert Wetzel,M,East Anglian Region,Lower Than A Level,70-80%,0-35,N
597732,Robert Divine,M,Yorkshire Region,HE Qualification,80-90%,55<=,N
598573,Monica Williams,F,Scotland,A Level or Equivalent,10-20,0-35,N
599059,Ernesto Patton,M,Scotland,Lower Than A Level,70-80%,0-35,N
599215,Laverne Scolaro,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,N
600267,Paul Renfro,M,Scotland,A Level or Equivalent,10-20,0-35,Y
600766,Jerome Anderson,M,Scotland,A Level or Equivalent,60-70%,0-35,N
601599,Terrence Simmons,M,Scotland,HE Qualification,70-80%,0-35,N
602707,Marcellus Milar,M,Wales,A Level or Equivalent,80-90%,0-35,N
602745,Thomas Szymansky,M,Scotland,HE Qualification,60-70%,0-35,N
602830,Matthew Zigler,M,South Region,HE Qualification,30-40%,0-35,N
603108,Edward Dawson,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N
603700,Andrew Nieman,M,Yorkshire Region,Lower Than A Level,10-20,0-35,N
605125,Charles Watts,M,West Midlands Region,Lower Than A Level,80-90%,35-55,N
605129,Mark Copeland,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,N
605294,Carl Williams,M,South Region,Lower Than A Level,40-50%,0-35,N
605541,Robert Saucier,M,East Anglian Region,Lower Than A Level,90-100%,0-35,Y
605836,Bobby Metzger,M,South West Region,Lower Than A Level,10-20,0-35,N
608488,Maud Pendleton,F,East Midlands Region,Lower Than A Level,90-100%,0-35,N
608853,Phil Horton,M,South Region,A Level or Equivalent,50-60%,0-35,N
610275,Henry Peacock,M,South Region,A Level or Equivalent,70-80%,35-55,N
610373,Louise Walker,F,Scotland,HE Qualification,40-50%,0-35,N
610672,Gregg Sims,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N
611961,Jim Pruitt,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,N
612157,Johnathon Ely,M,North Western Region,Lower Than A Level,10-20,0-35,N
613953,Roy Stayton,M,North Western Region,A Level or Equivalent,50-60%,0-35,N
614181,Billie Michaud,M,North Western Region,HE Qualification,60-70%,0-35,N
614737,Pete Ceruantes,M,Ireland,A Level or Equivalent,30-40%,0-35,N
615429,George Welch,M,North Region,HE Qualification,20-30%,0-35,N
617888,Gregory Heller,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,N
619168,David Skrebes,M,Scotland,A Level or Equivalent,80-90%,0-35,N
620343,Robert Cataldo,M,Wales,A Level or Equivalent,70-80%,0-35,N
620519,Scott Poole,M,Scotland,Post Graduate Qualification,90-100%,0-35,N
620536,Evan Fryberger,M,Ireland,A Level or Equivalent,0-10%,0-35,N
622129,Deloris Garcia,F,Scotland,HE Qualification,70-80%,35-55,N
623467,Joel Scales,M,East Anglian Region,Lower Than A Level,80-90%,0-35,N
623757,Julianne Miller,F,West Midlands Region,A Level or Equivalent,10-20,0-35,N
623889,Norman Moreno,M,South Region,A Level or Equivalent,40-50%,0-35,Y
623989,John Vinci,M,Scotland,A Level or Equivalent,60-70%,35-55,N
624222,Mitchell Monti,M,North Region,Lower Than A Level,0-10%,0-35,N
625797,Dale Stillman,M,North Region,Lower Than A Level,,0-35,N
627312,Leonard Kaminsky,M,North Region,HE Qualification,,35-55,N
627457,Robert Grindle,M,South West Region,A Level or Equivalent,90-100%,0-35,N
627935,Larissa Ali,F,East Midlands Region,A Level or Equivalent,10-20,0-35,N
628741,Michael Becker,M,South West Region,Lower Than A Level,80-90%,0-35,N
628766,Joseph Johnson,M,Ireland,Lower Than A Level,60-70%,0-35,N
629101,Merle Mansour,M,South West Region,Lower Than A Level,60-70%,0-35,N
629642,Clayton Purnell,M,North Region,Lower Than A Level,,35-55,N
629852,James Mcdonald,M,South East Region,A Level or Equivalent,30-40%,0-35,N
630105,Andrew Grimes,M,Scotland,Lower Than A Level,80-90%,0-35,N
630106,Otis Whitney,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,N
631113,Jamel Conley,M,Scotland,HE Qualification,60-70%,0-35,N
631888,David Colgan,M,North Region,Lower Than A Level,,35-55,Y
632635,Angela Christiansen,F,Scotland,Lower Than A Level,0-10%,0-35,N
632950,Stephen Brown,M,North Region,A Level or Equivalent,70-80%,0-35,N
633824,Russel Route,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,Y
633868,Richard Walsh,M,Wales,Lower Than A Level,40-50%,35-55,N
633995,Matthew Wheeless,M,London Region,A Level or Equivalent,30-40%,0-35,N
634367,Ryan Bostwick,M,West Midlands Region,A Level or Equivalent,80-90%,35-55,N
634879,Matthew Woodward,M,London Region,A Level or Equivalent,50-60%,35-55,N
634940,Dean Tse,M,South East Region,A Level or Equivalent,10-20,0-35,N
634957,Melvin Larson,M,London Region,Lower Than A Level,20-30%,35-55,N
635325,Scottie Sides,M,East Anglian Region,Lower Than A Level,50-60%,0-35,N
635552,Kurt Williams,M,South Region,Lower Than A Level,70-80%,0-35,N
635564,Rudolph Chatman,M,North Western Region,Lower Than A Level,80-90%,0-35,N
635720,Bryan Moore,M,South West Region,A Level or Equivalent,50-60%,0-35,N
635953,Gavin Patterson,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,N
636467,Edward Thompson,M,London Region,A Level or Equivalent,60-70%,35-55,N
637123,John Jackson,M,Wales,A Level or Equivalent,90-100%,0-35,N
637292,David Miller,M,Scotland,HE Qualification,20-30%,0-35,N
637401,Kevin Simpon,M,South Region,HE Qualification,90-100%,35-55,N
637528,Mark Morrison,M,London Region,A Level or Equivalent,40-50%,35-55,N
637601,Darrell Jones,M,Yorkshire Region,HE Qualification,30-40%,35-55,N
637624,Shaun Faycurry,M,Scotland,HE Qualification,90-100%,0-35,N
637846,Peter Renninger,M,Scotland,A Level or Equivalent,20-30%,0-35,N
638257,Raymond Linkous,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,N
638604,Johnny Minnick,M,Scotland,Lower Than A Level,70-80%,0-35,N
638970,Steven Curry,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,N
639194,Thomas Urrutia,M,Scotland,A Level or Equivalent,70-80%,35-55,N
639243,Thurman Armstrong,M,London Region,A Level or Equivalent,80-90%,0-35,N
639253,Florence Thomas,F,South Region,HE Qualification,80-90%,0-35,N
640307,Clarence Ledford,M,Scotland,Lower Than A Level,50-60%,0-35,N
640439,Marlin Keenan,M,Ireland,A Level or Equivalent,30-40%,0-35,N
640658,Kayla Mathews,F,South West Region,A Level or Equivalent,50-60%,0-35,N
641116,Harley Jackson,M,South Region,Lower Than A Level,70-80%,35-55,N
641195,Charles Burr,M,South East Region,Lower Than A Level,30-40%,0-35,N
641200,William Hill,M,Scotland,HE Qualification,20-30%,0-35,N
641566,Jacob Belk,M,South Region,Lower Than A Level,70-80%,0-35,N
641569,Dale Fried,M,Scotland,Lower Than A Level,60-70%,35-55,N
641629,Richard Barberio,M,South West Region,A Level or Equivalent,90-100%,0-35,N
641716,John Holmes,M,Wales,Lower Than A Level,0-10%,0-35,Y
641817,Rick Mcclelland,M,Scotland,A Level or Equivalent,20-30%,0-35,Y
